id,title,release_date,vote_average,vote_count,genres,budget,popularity,revenue,neg,neu,pos,compound,topics
39105,Dragon Ball Z: Bojack Unbound,742276800,7.0,385,"['action', 'animation', 'science fiction']",0,82.506,0,0.149,0.705,0.146,0.9205,"[3.7916510988276385e-05,0.9996221654446695,3.484829954964719e-05,3.615517226561456e-05,3.5983392418965105e-05,3.6738791728411814e-05,7.12452578494229e-05,5.539013958036155e-05,3.4046229264767265e-05,3.551076168504847e-05]"
37724,Skyfall,1351137600,7.2,13055,"['action', 'adventure', 'thriller']",200000000,79.864,1108561013,0.107,0.717,0.176,1.0,"[0.008480920922155,0.5367963184384045,7.241318056382673e-06,0.01964703162626478,0.023817571926769483,0.010290604605751742,0.0659763657311425,0.0968855651135446,7.0746511615457e-06,0.23809130566674955]"
71676,Ghost Rider: Spirit of Vengeance,1323579600,5.0,2962,"['action', 'fantasy', 'thriller']",57000000,79.714,132563930,0.136,0.703,0.16,0.9997,"[0.013296803389060748,0.4540119443490539,9.047971474162277e-06,9.387286221508117e-06,0.025862252259474274,0.02541195062712906,0.11521742832521828,0.2870078212228429,0.07916414459702735,9.219972497852102e-06]"
81188,Rise of the Guardians,1353474000,7.3,5390,"['family', 'animation', 'fantasy', 'action', 'adventure']",145000000,78.495,306941670,0.082,0.73,0.187,1.0,"[1.1960487943648201e-05,0.13885400626910818,1.0992642703027433e-05,1.1404885812021156e-05,0.13455915172240945,1.1588985180019303e-05,0.4384920128070079,0.288026940952618,1.0739635267607529e-05,1.1201611950192193e-05]"
57800,Ice Age: Continental Drift,1340769600,6.3,6174,"['animation', 'comedy', 'adventure', 'family']",95000000,76.943,877244782,0.07,0.749,0.181,1.0,"[1.4693689549215488e-05,0.5159517718410501,0.40660369944274444,1.4011121570452656e-05,0.012068144202107266,1.423729058534221e-05,0.06528502189068054,2.146527774399278e-05,1.3193848540637302e-05,1.3761395427964726e-05]"
75174,The Grey,1315972800,6.6,3082,"['drama', 'thriller', 'action', 'adventure']",25000000,76.604,77278331,0.12,0.727,0.152,0.9998,"[1.0116949694771662e-05,0.4849849312112342,9.298284047054864e-06,0.34392773566051366,9.601151561420171e-06,9.802708437596047e-06,1.9009986561709056e-05,0.17101094473057205,9.084274077913422e-06,9.475043299849561e-06]"
51876,Limitless,1299560400,7.2,8666,"['thriller', 'mystery', 'science fiction']",27000000,76.333,161849455,0.079,0.768,0.152,1.0,"[1.1655818783976986e-05,0.5957643628734616,1.0712627379747122e-05,1.1114369283507274e-05,1.1061563158387072e-05,0.40413078354241194,2.1899440705280014e-05,1.7027427140788463e-05,1.0466064655046244e-05,1.0916273019674378e-05]"
41154,Men in Black 3,1337745600,6.5,8579,"['action', 'comedy', 'science fiction']",225000000,75.731,624026776,0.095,0.74,0.166,1.0,"[1.15811036156929e-05,0.9775311999142469,1.064395827522021e-05,1.1043124985433333e-05,0.022364388210923805,1.1221384493164176e-05,2.175878598490897e-05,1.691824250297222e-05,1.0398976273051844e-05,1.0846298698935168e-05]"
50544,Friends with Benefits,1311220800,6.7,6570,"['romance', 'comedy']",35000000,73.891,149542245,0.066,0.712,0.223,1.0,"[0.27901467691220244,0.7208874546044516,1.0033405406085274e-05,1.0409675388549991e-05,1.0360217483451069e-05,1.057770935673207e-05,2.0513117981392456e-05,1.594774245857413e-05,9.80247599376329e-06,1.0224139277456592e-05]"
49026,The Dark Knight Rises,1342411200,7.8,18684,"['action', 'crime', 'drama', 'thriller']",250000000,73.63,1081041287,0.117,0.731,0.153,0.9999,"[8.010551822529538e-06,0.48647074065297946,0.3256487281307976,7.638436645361353e-06,7.602145181662849e-06,7.761737079861261e-06,0.18782312086973108,1.1702298401220445e-05,7.192884093608608e-06,7.502293267794717e-06]"
82675,Taken 2,1348718400,6.3,5451,"['action', 'crime', 'thriller']",45000000,73.374,376141306,0.133,0.739,0.127,-0.9991,"[9.985032168706441e-06,0.5555662975067126,9.177041294720534e-06,0.44434372574022846,9.47595974749151e-06,9.67488831282756e-06,1.8759814792678776e-05,1.4586699217399321e-05,8.965821837030803e-06,9.351495688255484e-06]"
328512,The Hidden Face of Suicide,1420779600,0.0,0,[],0,1.346,0,0.114,0.73,0.156,0.9998,"[1.3899775377636673e-05,0.19762771744886037,1.2775002723235319e-05,1.3254087298719428e-05,1.3191115058338734e-05,1.3468036041100951e-05,2.6114809176090778e-05,2.0305416114277112e-05,0.8022462564553869,1.3017853963129564e-05]"
106646,The Wolf of Wall Street,1387947600,8.0,18787,"['crime', 'drama', 'comedy']",100000000,176.771,392000000,0.09,0.733,0.177,1.0,"[7.187274046418872e-06,0.5930387099372866,0.0018565877020061562,6.853402636055479e-06,6.820841059658676e-06,0.4050466524094701,1.3504064721703967e-05,1.0499475742771973e-05,6.453641549334728e-06,6.731251481015315e-06]"
159211,The Haunting of Helena,1358139600,5.6,115,"['horror', 'thriller']",0,166.147,0,0.134,0.703,0.164,0.9995,"[0.019500224343931723,0.9677788599158396,2.1960208113665942e-05,0.012529489434987688,2.2675504428879508e-05,2.3151531491928233e-05,4.49010358931903e-05,3.490558626935342e-05,2.1454770352270304e-05,2.237766869196127e-05]"
585,"Monsters, Inc.",1004590800,7.8,14912,"['animation', 'comedy', 'family']",115000000,151.543,562816256,0.074,0.706,0.22,1.0,"[1.4279002080810557e-05,0.4736684815751403,1.3123542085469096e-05,1.3615697515852649e-05,1.3551007224653636e-05,1.3835483434015235e-05,2.6830772626619102e-05,2.0859502934701377e-05,1.282148981766005e-05,0.52620260192714]"
68726,Pacific Rim,1373515200,6.8,10172,"['action', 'science fiction', 'adventure']",180000000,126.825,407602906,0.106,0.738,0.156,1.0,"[7.816760558959243e-06,0.41629908937960697,0.474474839299573,7.453647488808051e-06,7.418234170495094e-06,7.573964988027566e-06,1.4689091629883029e-05,0.10916677995013951,7.018873921466843e-06,7.320797922794601e-06]"
72190,World War Z,1371700800,6.8,12556,"['action', 'drama', 'horror', 'science fiction', 'thriller']",200000000,122.661,531865000,0.133,0.744,0.123,-0.9995,"[7.538871591487386e-06,0.8728992973543446,6.928824573123168e-06,7.188667540922495e-06,7.154513096885249e-06,7.3047078430755624e-06,1.416370959517564e-05,0.1270365934603892,6.769350283086194e-06,7.0605407423193214e-06]"
126963,Dragon Ball Z: Battle of Gods,1364616000,6.8,1145,"['animation', 'action', 'science fiction']",0,112.291,50461371,0.116,0.683,0.201,1.0,"[1.5213703541201659e-05,0.9998483964860387,1.3982607709310718e-05,1.4506979757696461e-05,1.443805463360009e-05,1.4741152768149752e-05,2.858703622486008e-05,2.222478062914059e-05,1.3660783105728125e-05,1.4248415591528357e-05]"
138843,The Conjuring,1363752000,7.5,8921,"['horror', 'thriller']",13000000,111.555,319494638,0.158,0.717,0.125,-0.9999,"[9.66744509520102e-06,0.9999036660435747,8.885153274779894e-06,9.218361692720164e-06,9.17456406240439e-06,9.3671657301592e-06,1.8163113634151377e-05,1.4123442101745509e-05,8.680651897844972e-06,9.054058936485332e-06]"
109445,Frozen,1384923600,7.3,13746,"['animation', 'family', 'adventure', 'fantasy']",150000000,107.394,1274219009,0.074,0.728,0.198,1.0,"[1.0041765793376151e-05,0.03531501257439504,9.229183221594556e-06,9.575293683745565e-06,9.529800228512874e-06,9.729858971836642e-06,0.9646037904714739,1.4669659425426955e-05,9.016763712522987e-06,9.40462909410965e-06]"
10585,Child's Play,594968400,6.6,2061,['horror'],9000000,106.33,44196684,0.12,0.679,0.201,0.9999,"[2.491823288904371e-05,0.7587140019332073,0.24106059699617616,2.3760702220669186e-05,2.3647811443630522e-05,2.414424977333675e-05,4.6816559538882804e-05,3.6401576166565067e-05,2.237473337738315e-05,2.3337205207268902e-05]"
68721,Iron Man 3,1366257600,6.9,18683,"['action', 'adventure', 'science fiction']",200000000,101.965,1214811252,0.118,0.711,0.171,1.0,"[9.586735947608857e-06,0.08206060823591439,8.810974724427737e-06,9.141401576931506e-06,9.09796952849696e-06,9.28896311949608e-06,0.9178618742868265,1.4004781308058654e-05,8.608180738802007e-06,8.9784703152912e-06]"
337401,Mulan,1599192000,7.0,5314,"['adventure', 'fantasy']",200000000,165.272,66800000,0.09,0.73,0.18,1.0,"[1.017124843573201e-05,0.10727527553778866,9.348188424220382e-06,9.698761574414688e-06,9.652681426246201e-06,0.3701249317583291,0.25234112292196026,0.2702011399755697,9.133029892548855e-06,9.525896599003713e-06]"
76338,Thor: The Dark World,1383105600,6.6,14188,"['action', 'adventure', 'fantasy']",170000000,97.626,644571402,0.101,0.722,0.177,1.0,"[8.678951956747882e-06,0.09468226497735832,7.976648790369212e-06,8.275786875189601e-06,8.23646775478059e-06,8.409375574993467e-06,0.9052475576799005,1.2678770142006896e-05,7.793057721346127e-06,8.12828392565434e-06]"
57158,The Hobbit: The Desolation of Smaug,1386738000,7.6,10565,"['fantasy', 'adventure', 'action']",250000000,95.736,958400000,0.082,0.742,0.176,1.0,"[8.818849763699354e-06,3.401906027158037e-05,8.105226788116554e-06,8.40918671480005e-06,8.3692334614685e-06,8.544928684456544e-06,0.9998946726246105,1.2882907168851684e-05,7.918676348611307e-06,8.259306187917341e-06]"
109439,The Hangover Part III,1369281600,6.2,7090,['comedy'],103000000,88.938,362000072,0.11,0.737,0.152,0.9999,"[1.119247470061456e-05,0.68669098850056,0.31320776716229304,1.0672549166731633e-05,1.0621842407868416e-05,1.0844826747598587e-05,2.1029775192928242e-05,1.6350524756318305e-05,1.005001618412275e-05,1.0482327990915795e-05]"
109418,Grown Ups 2,1373515200,6.1,3249,['comedy'],80000000,85.567,247022278,0.111,0.717,0.172,0.9999,"[1.3222294534655755e-05,0.9998682464697967,1.2152343943829797e-05,1.2608077659121169e-05,1.2548174871375197e-05,1.2811598742051313e-05,2.483930712629581e-05,1.9315729855718303e-05,1.1872644813618164e-05,1.23833586568782e-05]"
49519,The Croods,1363320000,6.9,5723,"['animation', 'adventure', 'family', 'fantasy', 'comedy', 'action']",135000000,84.287,587204668,0.069,0.735,0.197,1.0,"[1.484650889916567e-05,0.4427628713971997,1.3645125678900996e-05,1.4156841524462472e-05,0.2801998160758643,1.4385363331469584e-05,0.2769313544902758,2.1688610724385977e-05,1.3331068494681992e-05,1.39045180071885e-05]"
75656,Now You See Me,1369800000,7.4,13229,"['thriller', 'crime']",75000000,84.116,351723989,0.085,0.77,0.145,0.9999,"[1.1777085012123193e-05,0.999882646547494,1.0824080863730708e-05,1.1230002601145252e-05,1.1176647388377145e-05,1.1411278725142321e-05,2.212517014293904e-05,1.720438931878757e-05,1.0574953081921323e-05,1.102984537168892e-05]"
4258,Scary Movie 5,1365652800,4.8,2213,['comedy'],20000000,84.047,78378744,0.151,0.718,0.131,-0.9998,"[1.0647593483703672e-05,0.8386878664498632,9.785988184140246e-06,1.015297953421233e-05,1.0104741213210836e-05,1.0316870044813272e-05,2.0003415825214137e-05,1.5554784235107423e-05,9.56075321671033e-06,0.16121600642439962]"
62211,Monsters University,1371614400,7.0,8713,"['animation', 'family']",200000000,81.86,743559607,0.089,0.711,0.2,1.0,"[1.3642261915688849e-05,0.5607233254576004,1.2538325670085378e-05,1.3008534893784159e-05,1.294672906120652e-05,1.3218519592226188e-05,2.563416715547272e-05,1.9929718315340608e-05,1.2249742752917191e-05,0.43915350654304286]"
49521,Man of Steel,1371009600,6.6,12665,"['action', 'adventure', 'fantasy', 'science fiction']",225000000,81.33,754045518,0.106,0.754,0.14,0.9999,"[9.147344195443803e-06,0.18721244931746314,8.407139077745342e-06,8.722421379468867e-06,8.680980100847352e-06,8.863219796269826e-06,0.7951370328464288,0.01758991613405817,8.213639746061193e-06,8.566957753993649e-06]"
60304,Hansel & Gretel: Witch Hunters,1358398800,6.0,5703,"['fantasy', 'horror', 'action']",50000000,80.015,226349749,0.139,0.697,0.164,0.9997,"[0.07952260957973113,0.35272426192083367,0.056059017763185275,0.054815352479751264,0.0212599815563197,1.1219683786410429e-05,0.17811310960938814,0.22147454749844755,0.036009055253861715,1.0844654695181441e-05]"
23629,Sucker Punch,1300939200,6.1,3812,"['action', 'fantasy', 'thriller']",82000000,79.33,89792502,0.115,0.734,0.151,0.9999,"[7.928753085983923e-06,0.6992408771003049,7.287156432764872e-06,0.008885752969485539,0.13935374130081743,7.682479104098744e-06,0.09942208961662245,0.053060095505395845,7.119434517556602e-06,7.425684233622939e-06]"
134374,Pain & Gain,1366257600,6.2,3554,"['crime', 'action', 'comedy']",25000000,78.392,87305549,0.149,0.681,0.17,0.9996,"[1.046264871398524e-05,0.5486501284525986,9.616008952389142e-06,9.976626025966001e-06,0.4512555424649801,1.0137669813758757e-05,1.9658221757325367e-05,1.5284412640793528e-05,9.394686308196377e-06,9.798808208709859e-06]"
48138,Unknown,1297832400,6.6,3065,"['action', 'mystery', 'thriller']",30000000,75.908,130786397,0.094,0.777,0.129,0.9998,"[1.151875468271195e-05,0.9998852195793737,1.0586654490958178e-05,1.0983672538802048e-05,1.0931487657169963e-05,1.1160971948962062e-05,2.164048471010798e-05,1.6827497607431656e-05,1.0342991366782994e-05,1.0787905623153594e-05]"
37686,Super 8,1307505600,6.7,5463,"['thriller', 'science fiction', 'mystery']",50000000,75.079,260095986,0.082,0.753,0.165,1.0,"[9.61532247622226e-06,0.9999041875626256,8.837248795084336e-06,9.168660806611808e-06,9.125099131198647e-06,9.316662199141814e-06,1.8063849108832237e-05,1.404650087496121e-05,8.633850105540345e-06,9.005243876562416e-06]"
139038,A Haunted House,1357880400,5.7,1355,"['comedy', 'horror']",2500000,74.897,60141683,0.143,0.697,0.16,0.9985,"[1.3373000584188416e-05,0.797689874504994,1.2290854639668093e-05,1.2751782735596686e-05,1.269119723240666e-05,1.2957623379929548e-05,2.5122696006111314e-05,1.953575713710591e-05,0.20218887808083377,1.2524502457173344e-05]"
68718,Django Unchained,1356411600,8.1,21662,"['drama', 'western']",100000000,70.944,425368238,0.105,0.725,0.169,1.0,"[5.829546955033603e-06,0.4504792350736312,5.357818776997618e-06,5.558746276446001e-06,5.5323358490378246e-06,5.648476139908706e-06,1.0953378931626088e-05,0.19835507169251945,5.234502843418074e-06,0.3511215784280767]"
59440,Warrior,1315540800,7.8,3469,"['drama', 'action']",25000000,70.639,23057115,0.132,0.705,0.164,0.9996,"[0.021921947436680838,0.6391726271157147,2.3481412920037333e-05,0.020717174844506695,0.1405399079509937,2.47552621425153e-05,0.058652472189182944,0.11890076503189274,2.2940963115402582e-05,2.3927792850290378e-05]"
75948,The Sorcerer and the White Snake,1317096000,6.2,171,"['action', 'fantasy']",0,70.61,0,0.084,0.707,0.209,1.0,"[1.1932223922893074e-05,0.019686853942399427,1.0966664852536753e-05,1.1377933460273115e-05,1.132387530136963e-05,1.1561597444313904e-05,0.006851875099226176,0.9733822192683591,1.071425522858371e-05,1.1175139805345852e-05]"
18861,Naruto the Movie: Guardians of the Crescent Moon Kingdom,1154750400,7.0,223,"['adventure', 'animation', 'action']",25000000,70.106,0,0.114,0.69,0.196,0.9988,"[0.40611532020614705,0.3920211175973989,0.0001248668773727344,0.0001295496028774631,0.00012893409338929536,0.00013164080400951606,0.20090086143754954,0.00019847585939231484,0.00012199293231467934,0.0001272405895484588]"
9487,A Bug's Life,911970000,7.0,7336,"['adventure', 'animation', 'comedy', 'family']",120000000,68.913,363258859,0.07,0.739,0.191,1.0,"[1.7242177746632038e-05,0.3532275783235079,1.584693748091018e-05,1.644122412159356e-05,1.636310940143222e-05,1.6706620168211184e-05,3.239944896855492e-05,2.5188245956212476e-05,1.548220261073505e-05,0.6466167517100377]"
93456,Despicable Me 2,1372219200,6.9,9444,"['animation', 'comedy', 'family']",76000000,68.791,970761885,0.095,0.706,0.198,1.0,"[1.3706525462098797e-05,0.5105179801271271,1.2597389650826082e-05,1.3069813621625246e-05,1.3007716870271755e-05,1.328078770691126e-05,2.5755308863511017e-05,2.0023205182352938e-05,0.4893577422606929,1.2836864822175853e-05]"
10009,Brother Bear,1066881600,7.2,4332,"['adventure', 'animation', 'family']",128000000,68.087,250397798,0.083,0.718,0.2,1.0,"[1.483877081590713e-05,5.787558681082754e-05,1.3638014432597265e-05,1.4149463366105318e-05,1.4082237638175214e-05,1.4377865306032942e-05,0.9998221395782027,2.1677090539848425e-05,1.3324121037756176e-05,1.3897271850178586e-05]"
13186,Wrong Turn 2: Dead End,1188014400,6.0,951,"['horror', 'thriller']",4000000,67.266,0,0.123,0.699,0.178,1.0,"[9.043781643014932e-06,0.9999098829044488,8.311957247732832e-06,8.623669937798803e-06,8.582697512804295e-06,8.762874019163723e-06,1.698996363470953e-05,1.3211536410786628e-05,8.12064863615382e-06,8.469966509032272e-06]"
81796,Lockout,1334203200,5.9,1458,"['action', 'thriller', 'science fiction']",20000000,66.885,32204030,0.126,0.705,0.169,0.9999,"[1.0193132034483399e-05,0.5579628333366606,0.015450987136806104,0.12189472955784383,0.04047026398272834,0.11531031216957345,0.030376929846320202,0.11586426938803566,9.152678552480856e-06,0.0026503287714448463]"
179826,Odd Thomas,1359435600,6.9,933,"['mystery', 'thriller']",27000000,66.788,0,0.125,0.674,0.201,1.0,"[1.528149145133185e-05,0.5517240963294175,1.4044909646302911e-05,0.3942411462173874,1.450238611529501e-05,1.4806834562412965e-05,0.05392576419295961,2.2324085391319878e-05,1.3721651124919555e-05,1.4311901943895975e-05]"
102382,The Amazing Spider-Man 2,1397620800,6.4,10067,"['action', 'adventure', 'fantasy']",200000000,650.202,708962323,0.129,0.716,0.155,0.9998,"[9.791569844390748e-06,3.83181169404906e-05,8.99923397626967e-06,9.336720660637844e-06,9.292360726846092e-06,9.487435133579585e-06,0.99988250811972,1.4304027675913585e-05,8.792106925565481e-06,9.170308396395437e-06]"
317442,The Last: Naruto the Movie,1417842000,7.9,1092,"['action', 'romance', 'animation']",1000000,277.693,16500000,0.084,0.725,0.191,1.0,"[0.5217192305692548,0.3950782536814906,1.2590201885800312e-05,1.306235635338151e-05,1.3000295002825901e-05,1.3273210109336926e-05,0.08310544786494659,2.0011855660870366e-05,1.2300425055131016e-05,1.2829540240690239e-05]"
198663,The Maze Runner,1410321600,7.2,14092,"['action', 'mystery', 'science fiction', 'thriller']",34000000,188.966,348319861,0.098,0.779,0.123,0.9998,"[1.1216229228215488e-05,0.07427307130936857,1.0308609623303673e-05,1.0695200240008307e-05,1.0644385969324613e-05,1.0867843241325691e-05,2.1074153972853915e-05,0.9256315463472546,1.0071346029121857e-05,1.0504575072596803e-05]"
122917,The Hobbit: The Battle of the Five Armies,1418187600,7.3,11517,"['action', 'adventure', 'fantasy']",250000000,167.26,956019788,0.118,0.729,0.153,0.9999,"[9.594002899074686e-06,3.7429409759864945e-05,8.817654385601276e-06,9.148331599498876e-06,9.104866565986696e-06,9.296004978131738e-06,0.9998849942637619,1.4015482418440741e-05,8.614706648246324e-06,8.985276983179487e-06]"
177572,Big Hero 6,1414123200,7.8,13201,"['adventure', 'family', 'animation', 'action', 'comedy']",165000000,145.052,657827828,0.09,0.688,0.221,1.0,"[1.0448802372488615e-05,0.06758940222983081,9.60328296258441e-06,9.963422570298761e-06,9.916084980606698e-06,1.012425339572088e-05,0.9323261096907131,1.5264139541040616e-05,9.382253256109071e-06,9.785840377261014e-06]"
98566,Teenage Mutant Ninja Turtles,1407384000,5.9,5666,"['science fiction', 'action', 'adventure', 'comedy']",125000000,124.013,477200000,0.083,0.729,0.188,1.0,"[0.07802147750963451,0.3392070440074439,1.098231241356187e-05,0.010142664288625123,1.1340033088653186e-05,0.09298277942807123,0.07643169580847199,0.2697002050632036,0.10536623464501045,0.028125576904037164]"
375211,Marvel Knights: Eternals,1410840000,7.1,11,['animation'],0,119.012,0,0.043,0.751,0.205,0.9902,"[0.0004960968818113605,0.0019217547362394474,0.00045595262844630013,0.0004730516280418581,0.0004708040893207932,0.00048068768670021876,0.994066855994103,0.0007247177302375571,0.000445458390645937,0.00046462023445350545]"
232672,Blended,1400644800,6.8,2659,['comedy'],40000000,110.915,127994610,0.094,0.692,0.214,1.0,"[1.4554862122704758e-05,0.8648104573712668,1.337707862343056e-05,1.3878742158051504e-05,1.3812801734747092e-05,1.4102774037949238e-05,2.7347341923327445e-05,0.021348520983513135,0.10126198370600963,0.01248196433861015]"
839436,Dragon Fury,1623729600,6.4,29,"['horror', 'fantasy', 'mystery']",0,352.677,0,0.182,0.706,0.112,-1.0,"[1.0152761622609866e-05,0.3038562215539084,9.331198385301689e-06,9.681134311654905e-06,0.006244936693287975,9.837408242544968e-06,0.05014431716973269,0.6396968970668481,9.116430686466102e-06,9.508582974275295e-06]"
265712,Stand by Me Doraemon,1407470400,7.3,319,"['animation', 'family', 'science fiction', 'fantasy']",35000000,108.89,83061158,0.066,0.693,0.24,1.0,"[2.4105362511740126e-05,0.3161252217143184,2.2154750475034976e-05,2.2985591727893865e-05,2.2876383696103216e-05,2.33566276213402e-05,0.2772257527353607,3.521429591490858e-05,0.406475756628496,2.257590987782141e-05]"
260346,Taken 3,1418706000,6.2,4685,"['thriller', 'action']",48000000,107.653,325771424,0.144,0.742,0.113,-0.9999,"[0.03262438387032652,0.6036831671115854,7.114111847298144e-06,0.3076792056725593,0.010905679806684722,0.004246521738915863,0.004993041376851619,0.035846686588077444,6.950372818371162e-06,7.249350333131658e-06]"
157336,Interstellar,1415163600,8.4,27250,"['adventure', 'drama', 'science fiction']",165000000,105.588,701729206,0.07,0.773,0.157,1.0,"[6.5662880248466635e-06,0.9999345691849707,6.034942782755408e-06,6.261263537144695e-06,6.231515305657174e-06,6.36233359930402e-06,1.233648657023814e-05,9.592276746346575e-06,5.8960421408985655e-06,6.14966632161377e-06]"
91314,Transformers: Age of Extinction,1403668800,5.9,6441,"['science fiction', 'action', 'adventure']",210000000,103.667,1104000000,0.115,0.749,0.135,0.9997,"[0.023214374626463554,0.4305352775283892,0.047210065800164104,0.004437843910786782,0.05994326915941319,0.017505007357754163,0.07177344486272963,0.313229036802798,0.023797837146609237,0.008353842804892228]"
131631,The Hunger Games: Mockingjay - Part 1,1416373200,6.8,13121,"['science fiction', 'adventure', 'thriller']",125000000,102.54,752100229,0.131,0.729,0.14,0.999,"[9.969008688620221e-06,3.840955826223199e-05,9.16231470781697e-06,9.505917186261779e-06,9.460753210261525e-06,9.659362686187432e-06,1.872891592132386e-05,0.9998768162458269,8.951434253039983e-06,9.3364892575399e-06]"
102651,Maleficent,1401249600,7.1,11307,"['fantasy', 'adventure', 'action', 'family', 'romance']",180000000,97.046,758539785,0.109,0.685,0.206,1.0,"[1.0046482424659916e-05,0.349569059213337,0.0398128856815571,9.579791317854317e-06,9.534276763884785e-06,9.734429588213386e-06,0.3290298686062849,0.05701853957249491,0.024940825031207307,0.19958992691502425]"
193893,Let's Be Cops,1407902400,6.4,2233,['comedy'],17000000,96.0,136621271,0.118,0.688,0.194,1.0,"[1.4901055149568816e-05,0.9998515175198199,1.3695258498990835e-05,1.4208854193219353e-05,1.414134612832909e-05,1.4438216295490856e-05,2.7994100507220686e-05,2.1767997971116194e-05,1.3380047562068598e-05,1.395560387404947e-05]"
245891,John Wick,1413950400,7.4,15074,"['action', 'thriller']",20000000,94.712,88761661,0.147,0.708,0.145,-0.9988,"[1.0153506872046233e-05,0.7209672050980845,9.331882177956435e-06,9.681844011329533e-06,9.635844086557123e-06,0.23561153793268463,0.04334899452586587,1.4832987154446137e-05,9.117098846540203e-06,9.509280216103688e-06]"
119450,Dawn of the Planet of the Apes,1403755200,7.3,9147,"['science fiction', 'action', 'drama', 'thriller']",170000000,92.254,710644566,0.108,0.748,0.145,0.9999,"[7.420896932211331e-06,0.44885091733473054,0.08729332638573067,7.076172418304704e-06,7.042552559943803e-06,0.01642813214560648,0.10712624421209288,0.2800150902143102,0.012186211297909248,0.048078538787709464]"
225886,Sex Tape,1405569600,5.4,3534,['comedy'],40000000,84.932,126069509,0.1,0.708,0.191,1.0,"[1.5285314408977257e-05,0.9998476902466391,1.4048421687978393e-05,1.4575261565278768e-05,1.450601239632723e-05,1.4810536985435868e-05,2.8714376275337348e-05,2.2329267162592853e-05,1.372508233057763e-05,1.4315480548367611e-05]"
270946,Penguins of Madagascar,1416632400,6.5,3295,"['family', 'animation', 'adventure', 'comedy']",132000000,82.649,373552094,0.098,0.731,0.171,1.0,"[1.3778780148441306e-05,0.08507551948310739,1.2663798678719313e-05,1.3138712980183973e-05,1.307628934675861e-05,1.335079945433667e-05,0.9148130666811862,2.0128591048854497e-05,1.2372327919092231e-05,1.2904536130126627e-05]"
136797,Need for Speed,1394596800,6.3,3438,"['action', 'crime', 'drama', 'thriller']",66000000,82.189,203277636,0.111,0.727,0.162,0.9999,"[1.2347260200356204e-05,0.34787060960748756,1.1348117339580015e-05,1.1773691365457294e-05,0.6520180688467179,1.1963743642241068e-05,2.320047929879209e-05,1.8037481724606887e-05,1.1086928348923022e-05,1.1563843874603169e-05]"
2978,Ghostbusters II,613972800,6.5,3241,"['comedy', 'fantasy']",37000000,74.272,215394738,0.101,0.716,0.182,1.0,"[0.01017392195372996,0.5297034088964998,1.2244003627122006e-05,1.2703174754681119e-05,1.2642820110594525e-05,1.290823144964525e-05,0.058797542025615594,0.01350565723718572,1.1962194543714924e-05,0.38775700946248326]"
11688,The Emperor's New Groove,976856400,7.6,5222,"['adventure', 'animation', 'comedy', 'family', 'fantasy']",100000000,74.142,169327687,0.094,0.722,0.183,1.0,"[1.3510098247953856e-05,0.22980906981092403,1.2416857781001994e-05,1.2882511322092876e-05,1.2821304492658485e-05,1.3090462114231425e-05,2.538791844510966e-05,1.973622460869191e-05,1.2131070585637563e-05,0.7700689537414785]"
190859,American Sniper,1419483600,7.4,10695,"['war', 'action']",58800000,73.845,542307423,0.125,0.746,0.129,0.7949,"[9.577873039760553e-06,0.5408098211043733,8.802829764747858e-06,9.13295074354262e-06,0.1639230751137904,9.280376726336129e-06,1.7996528192627164e-05,0.2951947428302396,8.600222968173032e-06,8.970170161654448e-06]"
156022,The Equalizer,1411531200,7.2,6942,"['thriller', 'action', 'crime']",55000000,72.958,192330738,0.09,0.704,0.206,0.9999,"[3.74062437052892e-05,0.9996272464117435,3.437932270162072e-05,3.5668606170239456e-05,3.549913929483619e-05,3.624437252256337e-05,7.029038228005854e-05,5.4644606162563144e-05,3.3588045880007724e-05,3.503286953934871e-05]"
73456,Barbie: Princess Charm School,1313035200,7.4,567,"['family', 'animation', 'fantasy']",0,71.064,0,0.048,0.683,0.269,0.9998,"[0.00011903039254423749,0.4961699203421379,0.00010939842341978212,0.00011350105155834515,0.00011296178990643728,0.00011533320434334563,0.27521503740082337,0.00017388501247469625,0.00010688050063490593,0.2277640518821571]"
42684,Skyline,1289451600,4.9,1248,"['science fiction', 'action']",10000000,70.667,66984887,0.111,0.766,0.123,0.9991,"[9.381284259473562e-06,0.39800186495988504,8.622148700562992e-06,8.945494106043314e-06,8.90299295086712e-06,9.08989343930049e-06,1.7625392622630264e-05,0.6019183580784974,8.423700733639675e-06,8.786054805201064e-06]"
46195,Rio,1301803200,6.7,5313,"['animation', 'adventure', 'comedy', 'family']",90000000,70.233,484635760,0.059,0.718,0.222,1.0,"[1.197058053923291e-05,0.5554088945485574,1.1001917442215375e-05,1.1414508197207236e-05,0.44448317803457166,1.1598762297629997e-05,2.2494699232218715e-05,1.7487189876565917e-05,1.0748696570211167e-05,1.1211062715746657e-05]"
11836,The SpongeBob SquarePants Movie,1100408400,6.9,2172,"['family', 'animation', 'comedy', 'fantasy']",30000000,69.377,140161792,0.081,0.725,0.195,1.0,"[1.0895878023108997e-05,0.2666137764197731,1.0014180891525443e-05,1.0389729917611357e-05,1.0340366762399145e-05,0.7332882030086351,2.0474941824103323e-05,1.5917230825258318e-05,9.783693826948937e-06,1.0204549520887227e-05]"
