id,title,release_date,vote_average,vote_count,genres,budget,popularity,revenue,neg,neu,pos,compound,topics
278,The Shawshank Redemption,780292800,8.7,20286,"['drama', 'crime']",25000000,77.05,28341469,0.109,0.678,0.213,1.0,"[8.544275236605607e-06,0.09215570684069334,7.852870714953667e-06,0.9077672985035194,8.108657599154252e-06,8.278882460205943e-06,1.6053830012667866e-05,1.2481858353907636e-05,7.672128514161517e-06,8.002152895455923e-06]"
12,Finding Nemo,1054267200,7.8,15746,"['animation', 'family']",94000000,76.345,940335536,0.059,0.727,0.213,1.0,"[0.36900084878612005,0.4543212039237201,1.3476831769412316e-05,1.3982236488460148e-05,1.391580495924884e-05,1.4207940095965646e-05,0.10973350670594,2.1421118799884166e-05,1.3166648027190542e-05,0.06685427000407969]"
37645,22 Bullets,1269316800,6.6,918,"['drama', 'crime', 'thriller']",24000000,74.256,0,0.149,0.701,0.15,-0.9912,"[1.7789093422388398e-05,0.4989102720103115,1.6349596258446475e-05,1.6962734597306485e-05,1.6882141917909992e-05,0.5009297000819964,3.342330038852534e-05,2.5987348150576175e-05,1.5973292835507593e-05,1.6660400121386358e-05]"
17134,12 Rounds,1237435200,5.9,573,"['action', 'thriller', 'crime']",20000000,74.136,17280326,0.135,0.718,0.147,0.9952,"[1.0069448461042657e-05,0.7822158702515567,9.254626774048574e-06,0.002512551705102138,0.21519039424528585,9.756682861209546e-06,1.8920806242846125e-05,1.4710056083490308e-05,9.041621562285067e-06,9.43055607019202e-06]"
23988,Stan Helsing,1256616000,4.3,344,"['comedy', 'horror']",108,73.596,0,0.159,0.687,0.154,-0.9969,"[1.567886216258333e-05,0.6205268276522149,1.4410125374107415e-05,1.4950530091935063e-05,1.4879497689690049e-05,1.5191863043356635e-05,0.013552709819306636,0.3658165891287968,1.4078461025920927e-05,1.468406029421538e-05]"
9552,The Exorcist,107668800,7.7,6003,['horror'],8000000,72.374,441306145,0.146,0.715,0.139,-0.9991,"[9.149965033140184e-06,0.9999088248604523,8.4095482052892e-06,8.724920780037815e-06,8.683467253269083e-06,8.865759178662324e-06,1.7189463633854806e-05,1.336660924690191e-05,8.215993493827127e-06,8.569412722465112e-06]"
43549,The Experiment,1279166400,6.4,929,"['thriller', 'drama']",21800000,72.284,0,0.068,0.728,0.204,1.0,"[1.6081431920614126e-05,0.5071884149599157,1.4780119123353359e-05,1.533439845823172e-05,1.5261542543919044e-05,0.492666917854285,3.021622376233298e-05,2.349244460383765e-05,1.4439938402455393e-05,1.5061086984554381e-05]"
11544,Lilo & Stitch,1024632000,7.5,4770,"['animation', 'family']",80000000,71.525,273144151,0.076,0.699,0.224,1.0,"[1.3250819915357338e-05,0.2999741165875017,1.2178559606501704e-05,1.2635276455166858e-05,0.12326965547601527,1.2839236560688785e-05,0.5459773705740367,1.9357617893914932e-05,1.189825688595553e-05,0.030696697595128622]"
38055,Megamind,1288238400,6.9,5352,"['animation', 'action', 'comedy', 'family', 'science fiction']",130000000,70.889,321885765,0.11,0.678,0.212,1.0,"[0.00959239023406981,0.4296943190502382,1.103775947720238e-05,1.145169437983323e-05,1.1397286083963212e-05,1.1636549631359587e-05,0.2722497333988414,0.032553430705481994,0.22961896895107323,0.026245634370722908]"
559,Spider-Man 3,1177992000,6.3,10713,"['fantasy', 'action', 'adventure']",258000000,587.794,890871626,0.116,0.726,0.158,0.9999,"[9.6631652154813e-06,3.762719962168537e-05,8.881219989216742e-06,9.214280967532518e-06,9.170502616840599e-06,9.363019140079712e-06,0.9998842373483322,1.4116404013794686e-05,8.676809202040564e-06,9.050050901155083e-06]"
671,Harry Potter and the Philosopher's Stone,1005886800,7.9,21591,"['adventure', 'fantasy']",125000000,257.6,976475550,0.073,0.744,0.183,1.0,"[9.884757123054703e-06,3.8201071355379785e-05,9.084880602275425e-06,9.42557919290807e-06,9.380796938378848e-06,9.577728056397378e-06,0.0025625541294833614,0.9973337576916859,8.875782401769243e-06,9.25758316062754e-06]"
13811,Knowing,1237435200,6.1,4121,"['action', 'mystery', 'science fiction', 'thriller']",50000000,251.523,155446362,0.097,0.77,0.133,0.9999,"[8.922011135681092e-06,0.43162666614802564,8.200040246640931e-06,0.568292936014663,8.467135132768652e-06,8.644885595662142e-06,1.6762872979727186e-05,1.30336627405165e-05,8.01130752094551e-06,8.355921959347198e-06]"
672,Harry Potter and the Chamber of Secrets,1037163600,7.7,17409,"['adventure', 'fantasy']",100000000,228.049,876688482,0.079,0.762,0.159,1.0,"[1.0027768256223414e-05,0.016308624458681614,9.216319017223799e-06,9.56194678720988e-06,9.516517275436496e-06,9.716296741908206e-06,0.11148316720380182,0.8721417737736324,9.004195559695488e-06,9.39152024649743e-06]"
75624,Naruto Shippuden the Movie: Blood Prison,1311998400,7.2,319,"['thriller', 'animation', 'action', 'comedy', 'horror', 'mystery']",0,224.977,0,0.19,0.662,0.148,-0.9979,"[0.6054437840019827,0.375128650211764,7.014084359849117e-05,0.01881616147560617,7.242549861909973e-05,7.394592738660459e-05,0.00014340437742657274,0.00011148697324650861,6.852647723084179e-05,7.147421313890789e-05]"
673,Harry Potter and the Prisoner of Azkaban,1085976000,8.0,17119,"['adventure', 'fantasy']",130000000,207.452,789804554,0.106,0.732,0.163,0.9999,"[1.0704975318787894e-05,4.1353473345189605e-05,9.838726712260387e-06,1.0207695907103496e-05,1.0159197632740616e-05,1.0372469499209365e-05,2.0112704264304596e-05,0.9998676127195771,9.612277966612591e-06,1.0025759776521877e-05]"
12445,Harry Potter and the Deathly Hallows: Part 2,1310011200,8.1,16536,"['fantasy', 'adventure']",125000000,201.687,1341511219,0.086,0.751,0.163,1.0,"[9.782866106072014e-06,0.08412788157038431,8.991234757509555e-06,9.328420985480774e-06,9.28410071901879e-06,9.479001749948902e-06,0.08333556704263746,0.8324717393145801,8.78429135551747e-06,9.162156724574116e-06]"
603,The Matrix,922770000,8.2,20387,"['action', 'science fiction']",63000000,199.756,463517383,0.071,0.754,0.175,1.0,"[1.0095266374911087e-05,0.19646226534668093,9.278354963280321e-06,9.626309214744344e-06,9.580573492183313e-06,9.781698374000047e-06,1.8968732185501548e-05,0.8034518841795297,9.064803708704933e-06,9.454735476057389e-06]"
767,Harry Potter and the Half-Blood Prince,1246939200,7.7,15419,"['adventure', 'fantasy']",250000000,187.796,933959197,0.093,0.752,0.155,1.0,"[1.0041742107154344e-05,3.894517116189682e-05,9.229162073768912e-06,9.575271511573563e-06,9.52977791992323e-06,9.729836618180482e-06,1.88683331291845e-05,0.9998756593549932,9.016743044405372e-06,9.40460744063035e-06]"
8960,Hancock,1214884800,6.3,7745,"['fantasy', 'action']",150000000,182.632,629443428,0.109,0.716,0.174,1.0,"[1.2306811273398402e-05,0.6259995424182083,1.1310941751277839e-05,1.1735121619670376e-05,0.011196674899646245,0.27877558140461156,0.08395229335714088,1.7978476253002092e-05,1.1050608288335974e-05,1.152596120740334e-05]"
18240,The Proposal,1243828800,7.1,5141,"['comedy', 'romance', 'drama']",40000000,148.494,317375031,0.076,0.719,0.205,1.0,"[1.3431092752749858e-05,0.5502810882269156,1.2344245100941358e-05,0.27269344037263027,0.006042673288603963,0.04090553259586515,0.11942704170045057,1.962080047214386e-05,1.2060129099803659e-05,0.010592767548108967]"
1865,Pirates of the Caribbean: On Stranger Tides,1305345600,6.5,11447,"['adventure', 'action', 'fantasy']",380000000,143.342,1045713802,0.088,0.763,0.149,1.0,"[0.07384876115639455,0.3664118731627317,7.806449337021514e-06,8.09920439039968e-06,0.3927264120789999,8.229942791246765e-06,0.08451197878455792,0.07402992415656992,7.626775269579108e-06,0.00843928828895779]"
39254,Real Steel,1317182400,6.9,6384,"['action', 'science fiction', 'drama']",110000000,142.801,299268508,0.087,0.745,0.168,1.0,"[9.380551216001657e-06,0.999906526273728,8.621473765003534e-06,8.944793907188126e-06,8.90229579160659e-06,9.089181744320291e-06,1.7623492936019206e-05,1.37035285271608e-05,8.423041358187966e-06,8.78536702646868e-06]"
8587,The Lion King,772344000,8.3,14715,"['family', 'animation', 'drama']",45000000,138.857,763455561,0.071,0.733,0.196,1.0,"[1.2164028094263663e-05,0.20582721501233248,1.1179712246225293e-05,1.1598970963896346e-05,1.1543862381243398e-05,1.1786202635202768e-05,0.32969095367664325,1.7770020396880085e-05,1.0922399222681904e-05,0.4643948661150839]"
63311,The Skin I Live In,1313553600,7.5,3320,"['drama', 'horror']",13000000,134.295,33750478,0.138,0.729,0.133,-0.9978,"[0.6579211141644388,0.34199612485600417,8.484760180391171e-06,8.802953301168788e-06,8.761129162969753e-06,8.945051599305586e-06,1.734533602765552e-05,1.3486220507470789e-05,8.289474357649011e-06,8.646054420502533e-06]"
5255,The Polar Express,1100062800,6.7,4828,"['animation', 'family', 'adventure', 'fantasy', 'comedy']",165000000,132.898,310634054,0.054,0.746,0.201,1.0,"[1.253275804816246e-05,0.06749849107119525,1.1518604288937725e-05,1.1950571791729535e-05,1.1893792761085113e-05,1.2143479296497057e-05,2.3549196479640593e-05,0.9323949294629531,1.1253491425778464e-05,1.1737571759802794e-05]"
10195,Thor,1303358400,6.8,17428,"['adventure', 'fantasy', 'action']",150000000,129.509,449326618,0.089,0.726,0.185,1.0,"[9.570174304372574e-06,3.7107044302882695e-05,8.795753898863074e-06,9.125609835451321e-06,9.082252803578547e-06,9.272916334893479e-06,0.9998855094720899,1.3980506014910552e-05,8.593310254239284e-06,8.962960161066121e-06]"
26123,American Pie Presents: The Book of Love,1245297600,5.3,1401,['comedy'],7000000,122.994,5021219,0.131,0.695,0.173,0.9999,"[1.7467004005228224e-05,0.5791013155814666,1.6053569710479693e-05,0.3700440652435292,1.6576472931957483e-05,1.692446290365454e-05,0.05073003813556006,2.5516703781201293e-05,1.5684079670214918e-05,1.6358746441600856e-05]"
2062,Ratatouille,1183003200,7.8,13298,"['animation', 'comedy', 'family', 'fantasy']",150000000,119.927,623726000,0.058,0.738,0.204,1.0,"[1.1108452168539769e-05,0.3762454568660197,1.0209553709858366e-05,1.059242954331382e-05,1.0542103351882662e-05,1.0763413768247033e-05,2.0874640727681026e-05,1.622775198801229e-05,9.974569943495857e-06,0.6236542502187793]"
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,731394000,7.2,616,"['animation', 'science fiction', 'action']",0,115.435,658982,0.106,0.677,0.217,0.9999,"[3.10168005026809e-05,0.9996909107911643,2.8506914357233e-05,2.957597261693837e-05,2.943545238894059e-05,3.005339109360842e-05,5.829067790498333e-05,4.5310375439497726e-05,2.7850797187163974e-05,2.9048827344461604e-05]"
44943,Battle: Los Angeles,1299560400,5.7,2762,"['science fiction', 'action']",70000000,111.268,211819354,0.131,0.754,0.115,-0.9995,"[9.589794605591997e-06,0.1618930092207708,8.813786572745202e-06,9.144318786352428e-06,9.100873237231427e-06,9.29192748503276e-06,1.8017260457776363e-05,0.8380254405544968,8.610927892114153e-06,8.981335695689587e-06]"
483898,50 Greatest Harry Potter Moments,1311739200,8.0,41,['documentary'],0,108.05,0,0.015,0.918,0.067,0.5423,"[0.0011243920058723403,0.21675667820295796,0.001033405970098284,0.0010721606046728057,0.001067066459445836,0.0010894675154430411,0.002112839584657928,0.44294522211804677,0.0010096210269826497,0.3317891465118224]"
50619,The Twilight Saga: Breaking Dawn - Part 1,1321419600,6.2,7290,"['adventure', 'fantasy', 'romance']",110000000,107.936,712171856,0.12,0.744,0.137,0.9995,"[1.0332040731712249e-05,0.20847640663375946,9.495969621489273e-06,9.852084506750923e-06,9.805276015232141e-06,1.0011118081779004e-05,1.9413407496076225e-05,0.7914357295736824,9.27740946555477e-06,9.676486639463959e-06]"
45243,The Hangover Part II,1306296000,6.4,8551,['comedy'],80000000,106.448,586764305,0.084,0.772,0.143,1.0,"[0.0019872367347616876,0.6531802051820338,0.344747274593206,1.0107416475581654e-05,1.0059394726853395e-05,1.0270571467565868e-05,1.9916098519512234e-05,1.548489342513185e-05,9.51784775713038e-06,9.927267626895205e-06]"
50546,Just Go with It,1297314000,6.6,4469,"['comedy', 'romance']",80000000,96.65,214945591,0.08,0.727,0.193,1.0,"[1.1250061356724156e-05,0.9998878977105193,1.0339703853067339e-05,1.0727460979636415e-05,1.0676492692074453e-05,1.090062483984929e-05,2.1135100231871583e-05,1.6434860514685213e-05,1.0101724567523372e-05,1.0536260445324255e-05]"
593910,Cinderella,1630641600,6.7,937,"['fantasy', 'romance', 'comedy']",0,108.526,0,0.072,0.743,0.185,1.0,"[0.5212888481419731,0.19972573538112076,1.724737324306595e-05,1.789417960000601e-05,1.7809161707146946e-05,0.0036025570360057268,0.27526806885179816,2.741422387614462e-05,1.6850406522457183e-05,1.7575244153625994e-05]"
24752,Dragon Ball Z: Cooler's Revenge,679982400,6.9,442,"['action', 'animation', 'science fiction']",0,94.143,16331742,0.14,0.679,0.18,0.999,"[3.894953086302897e-05,0.9996118836092347,3.579772797771436e-05,3.714020448815028e-05,3.696374538488655e-05,3.773972524224867e-05,7.317481033592115e-05,5.68986025695772e-05,3.497380522757422e-05,3.647823867614142e-05]"
39513,Paul,1297659600,6.7,4555,"['adventure', 'comedy', 'science fiction']",40000000,93.422,97984015,0.065,0.739,0.196,1.0,"[1.0236371906247325e-05,0.7758409961516995,0.13084551444771775,0.022677079828768803,9.714485303358804e-06,0.013315039861492595,0.05726768651268118,1.4953945711905235e-05,9.191506346338761e-06,9.586888372129131e-06]"
9479,The Nightmare Before Christmas,750139200,7.8,7184,"['fantasy', 'animation', 'family']",24000000,93.377,75634409,0.073,0.719,0.208,1.0,"[1.1796129299255381e-05,0.4574163717474636,1.0841583470632498e-05,0.01536108479778369,1.1194720116132762e-05,1.1429730279992902e-05,0.08300519601904757,0.4267615390220151,0.011624200287601309,0.005786345962922711]"
49530,In Time,1319688000,6.9,9140,"['action', 'thriller', 'science fiction']",40000000,90.747,173930596,0.116,0.749,0.135,0.9996,"[1.0137759233963754e-05,0.745385001002131,9.317409495239284e-06,9.666828424294033e-06,9.620899895759919e-06,9.822871829689276e-06,1.904675918937017e-05,1.4809685351817288e-05,0.2545230822519284,9.494532520376742e-06]"
41630,No Strings Attached,1295586000,6.3,3876,"['comedy', 'romance']",25000000,90.221,149228077,0.082,0.712,0.206,1.0,"[0.6261758614935683,0.37048421739225523,0.0032365698495724505,1.2248448967468853e-05,1.2190254794509134e-05,1.2446164784120608e-05,2.4137510240329198e-05,1.8764752842213366e-05,1.1533993334537786e-05,1.2030139640691005e-05]"
3933,Corpse Bride,1126497600,7.5,6816,"['romance', 'fantasy', 'animation']",40000000,89.574,118090836,0.105,0.681,0.214,1.0,"[1.1978900909816366e-05,0.24767658628821987,1.1009564996766082e-05,1.1422443382402191e-05,1.136817319132765e-05,1.1606825044290735e-05,0.06472112946526419,0.6875229233152894,1.075616801552608e-05,1.1218855686391926e-05]"
49013,Cars 2,1307764800,6.0,5938,"['animation', 'family', 'adventure', 'comedy']",200000000,89.315,559852396,0.073,0.752,0.176,1.0,"[8.824156490942065e-06,0.5055403627219792,8.110103219196354e-06,0.002631457574508183,0.006433004880440829,8.550069878026259e-06,1.6582352798652066e-05,1.2890889406958422e-05,7.923440531045284e-06,0.48533229381074683]"
39101,Dragon Ball Z: The Tree of Might,644731200,6.5,390,"['action', 'animation', 'science fiction']",0,88.766,0,0.102,0.706,0.192,0.9999,"[3.104505789670647e-05,0.7300526849201184,2.853288552563812e-05,0.26966755495711037,2.9462269843926223e-05,3.0080771580244524e-05,5.833589287291746e-05,4.5351781562972123e-05,2.7876170852932553e-05,2.907529263590136e-05]"
1771,Captain America: The First Avenger,1311307200,7.0,17779,"['action', 'adventure', 'science fiction']",140000000,88.304,370569774,0.108,0.708,0.184,1.0,"[1.1244332794671435e-05,0.3814779774640413,0.00939051700930135,1.0721997283482051e-05,0.013492732582885863,0.007189822342718487,0.4568170340520546,0.09128843228769874,0.04031098703702889,1.053089419265005e-05]"
44912,Green Lantern,1308196800,5.2,5957,"['adventure', 'action', 'thriller', 'science fiction']",200000000,86.668,219851172,0.101,0.724,0.175,1.0,"[1.0132272385024069e-05,3.907402809387055e-05,9.312367081288472e-06,9.661596880140453e-06,9.615693146083272e-06,9.817555322358877e-06,0.9998789975158315,1.480154416695997e-05,9.098033020579799e-06,9.489394072231183e-06]"
39104,Dragon Ball Z: Super Android 13!,710827200,6.7,356,"['action', 'animation', 'science fiction']",0,85.986,18554927,0.163,0.687,0.15,-0.9896,"[3.967893266365189e-05,0.7826781181964302,3.6468105422790984e-05,3.783572269385367e-05,3.765595858597235e-05,0.2169649428738673,7.45454543404919e-05,5.796464284799746e-05,3.562875321334869e-05,3.7161359934460646e-05]"
55846,Blitz,1305864000,6.1,1228,"['crime', 'action', 'thriller']",15774948,84.164,741875,0.177,0.724,0.099,-1.0,"[1.0516465933008297e-05,0.42744130836193867,9.66547084671428e-06,1.0027942717250992e-05,0.5724638789472675,1.0189814743376023e-05,1.9757818127531112e-05,1.536295833098907e-05,9.443009737306987e-06,9.849210357850222e-06]"
57483,Special Forces,1054872000,5.1,15,"['war', 'action', 'thriller']",0,4.938,0,0.099,0.732,0.168,1.0,"[1.326432326137414e-05,0.5068531862909004,1.219097137941476e-05,1.264815456834251e-05,0.35273732147500464,0.00892436471287192,2.4925596005850585e-05,0.1313977653723865,1.1910383186126939e-05,1.2422720435546373e-05]"
9732,The Lion King II: Simba's Pride,909201600,7.0,3598,"['family', 'adventure', 'animation']",0,82.986,0,0.088,0.697,0.215,1.0,"[1.4608061448200423e-05,0.22033662213547833,1.3425972923515277e-05,1.3929470220626345e-05,1.386328937539617e-05,1.4154321183912305e-05,0.20173883457065345,2.1340414111714387e-05,1.3116959863120477e-05,0.5778201048047417]"
45610,Machine Gun Preacher,1316750400,6.7,764,"['action', 'thriller', 'crime']",30000000,82.028,2527904,0.111,0.744,0.145,0.9999,"[9.610156019127266e-06,3.7462390998551605e-05,8.832500369524343e-06,9.163734456670776e-06,9.120196169243536e-06,9.311656430570776e-06,1.8054814363666136e-05,0.9998808149349524,8.629210978584341e-06,9.000405261673998e-06]"
64690,Drive,1312603200,7.6,9872,"['drama', 'thriller', 'crime']",15000000,80.553,78054825,0.102,0.747,0.151,0.9999,"[9.581436157704924e-06,0.5720679991375928,8.80610439343197e-06,9.13634859897728e-06,9.092940577827345e-06,0.4278458083155934,1.8001762149309517e-05,1.39970250687735e-05,8.603422458138318e-06,8.973507409642898e-06]"
39103,Dragon Ball Z: The Return of Cooler,699944400,6.7,390,"['action', 'animation', 'science fiction']",0,80.351,19581369,0.132,0.662,0.206,0.9997,"[4.625340804771181e-05,0.9995390676660117,4.2510573759484135e-05,4.4104793754552114e-05,4.3895245319506394e-05,4.4816738031429196e-05,8.69314555232368e-05,6.756927708169459e-05,4.153214759148823e-05,4.3318694878925573e-05]"
39100,Dragon Ball Z: The World's Strongest,637045200,6.4,344,"['action', 'animation', 'science fiction']",0,79.94,0,0.146,0.666,0.189,0.9992,"[4.9173014323637205e-05,0.8372039270603746,4.519392338430266e-05,0.1032287927144937,4.666599870174737e-05,4.7645663135658055e-05,0.05921656100852109,7.183382477351197e-05,4.4153737272106554e-05,4.605305501966953e-05]"
1930,The Amazing Spider-Man,1340424000,6.6,13772,"['action', 'adventure', 'fantasy']",215000000,888.899,757930663,0.073,0.759,0.168,1.0,"[9.018244214534518e-06,0.032191780955363035,8.28848597588695e-06,8.599318525367834e-06,8.558462143602524e-06,8.738129623208599e-06,0.9677352983073236,1.317433012793713e-05,8.097717623097553e-06,8.446049079621415e-06]"
24428,The Avengers,1335326400,7.7,25889,"['science fiction', 'action', 'adventure']",220000000,235.235,1518815515,0.082,0.735,0.183,1.0,"[9.359504040565438e-06,0.17632619481550935,8.60213102533682e-06,8.924725650657123e-06,8.882323532027495e-06,9.068789696945087e-06,0.823598124939776,1.367297067230603e-05,8.40414355403845e-06,8.765656542726055e-06]"
118406,Naruto Shippuden the Movie: Road to Ninja,1343448000,7.6,625,"['animation', 'fantasy', 'action']",0,168.873,17322136,0.068,0.734,0.198,0.9999,"[0.44541728779890133,0.32589693305974327,3.646734532627484e-05,0.03303744674779047,3.765517612524442e-05,3.8445672267913614e-05,0.18169757204821152,0.013765403555056595,3.5628010380101e-05,3.716058619730122e-05]"
57214,Project X,1330578000,6.8,4889,['comedy'],0,165.56,0,0.111,0.759,0.13,0.9995,"[8.062620185256298e-06,0.4944233673668639,7.410191343997086e-06,7.688086309280732e-06,7.651559354375938e-06,7.812188246510034e-06,1.5148355474361557e-05,0.5055080689360832,7.23963786335493e-06,7.551058275860733e-06]"
72105,Ted,1340942400,6.4,10214,"['comedy', 'fantasy']",50000000,147.526,549368315,0.077,0.717,0.206,1.0,"[9.197813156060704e-06,0.3655807845167477,8.453524164358705e-06,8.770545747110783e-06,8.728875646461998e-06,8.912121038612286e-06,1.7281838346521475e-05,1.3436668884003642e-05,0.6343358198715653,8.614224703724527e-06]"
604,The Matrix Reloaded,1052971200,7.0,8379,"['adventure', 'action', 'thriller', 'science fiction']",150000000,120.841,738599701,0.088,0.751,0.161,1.0,"[9.633396231356134e-06,0.12593473093376428,8.853859743168593e-06,9.185894682038949e-06,9.14225121687313e-06,9.334174518280919e-06,1.810145385782314e-05,0.8739833457865043,8.650078715416194e-06,9.02217076658984e-06]"
597,Titanic,879829200,7.9,20186,"['drama', 'romance']",200000000,119.177,2187463944,0.09,0.721,0.19,1.0,"[9.413631948523536e-06,0.691233097004009,8.651878630666703e-06,0.3086820726448542,8.933690815838399e-06,9.121235779964488e-06,1.768885835988646e-05,1.3751959924810973e-05,8.4527461104239e-06,8.816349566462267e-06]"
72331,Abraham Lincoln: Vampire Hunter,1340164800,5.7,2653,"['action', 'fantasy', 'horror']",69000000,117.529,116471580,0.125,0.728,0.148,0.9995,"[9.907153870053536e-06,3.869541235035435e-05,9.105465020588098e-06,9.446935522305965e-06,0.012651684111996077,9.599429070116282e-06,1.8614421969271118e-05,0.9872347726183378,8.89589302164195e-06,9.278558841684894e-06]"
72545,Journey 2: The Mysterious Island,1326949200,6.1,3338,"['adventure', 'action', 'science fiction']",79000000,114.813,355692760,0.078,0.755,0.168,1.0,"[1.0871085798373866e-05,0.13161726808177152,9.991395328538393e-06,1.03660897990493e-05,0.8682847200049325,1.0533420230690753e-05,2.042609769945222e-05,1.588106111049953e-05,9.761432719126914e-06,1.0181330610028857e-05]"
49529,John Carter,1331096400,6.2,4511,"['action', 'adventure', 'science fiction']",250000000,113.33,284139100,0.096,0.745,0.159,1.0,"[8.824297112577024e-06,0.17557123195911095,8.11023261442835e-06,8.414380275120481e-06,0.03498179811161087,0.15570825713298145,0.15448192812689449,0.47236956574034317,7.923567099654568e-06,0.006853946451957252]"
49051,The Hobbit: An Unexpected Journey,1353906000,7.3,15432,"['adventure', 'fantasy', 'action']",250000000,110.734,1021103568,0.068,0.766,0.166,1.0,"[7.302608039896007e-06,2.8110677171638693e-05,6.711679683185452e-06,6.963379188946066e-06,6.930295191088281e-06,7.075782771644585e-06,0.9999128411763457,1.0667930495685919e-05,6.557203212670512e-06,6.839267899529967e-06]"
44251,Dragon Ball Z: Broly – Second Coming,763448400,6.7,483,"['animation', 'action', 'science fiction']",0,109.432,0,0.143,0.681,0.177,0.9989,"[3.718852369425393e-05,0.9996294347608536,3.4179221009401975e-05,3.54610003696474e-05,3.529251998890135e-05,3.603341663089801e-05,6.986308003599726e-05,5.43259635850674e-05,3.3392549848388515e-05,3.482896398353428e-05]"
50620,The Twilight Saga: Breaking Dawn - Part 2,1352782800,6.5,7396,"['adventure', 'fantasy', 'drama', 'romance']",120000000,108.797,829000000,0.097,0.75,0.153,1.0,"[1.0748197058000386e-05,0.010032657536390155,9.878450656371687e-06,1.0248909487587552e-05,1.0200215417340992e-05,1.0414348436584475e-05,2.0198818857539954e-05,0.9898759361971934,9.651087617858359e-06,1.0066238885212411e-05]"
70981,Prometheus,1338350400,6.5,9871,"['science fiction', 'adventure', 'mystery']",130000000,106.234,403170142,0.075,0.78,0.145,1.0,"[8.41063207185804e-06,0.6616079584359146,7.730041906803306e-06,8.019931840216327e-06,7.981828579407306e-06,0.3383163797142031,1.580354320903325e-05,1.228675639277588e-05,7.552126773126359e-06,7.876989108909691e-06]"
11322,Public Enemies,1246420800,6.7,3478,"['crime', 'history']",100000000,101.202,214104620,0.123,0.733,0.143,0.9996,"[7.070506951498889e-06,0.30318197872562364,6.498360165105869e-06,6.742059912661916e-06,6.710027432950372e-06,0.6967544162604419,1.3284365494450332e-05,1.032900725403636e-05,6.348793482612625e-06,6.621893241199615e-06]"
18095,Dragon Ball GT: A Hero's Legacy,859352400,6.7,214,"['animation', 'family', 'fantasy']",0,95.71,0,0.087,0.694,0.219,0.9998,"[5.797889053792247e-05,0.9994222470299374,5.3287227837024644e-05,5.5285589850404275e-05,5.502292220373615e-05,5.617801571091231e-05,0.00010894180270037949,8.469754342247312e-05,5.206076573232542e-05,5.430021206739388e-05]"
76726,Chronicle,1328072400,6.8,4172,"['science fiction', 'drama', 'thriller']",15000000,94.703,145000000,0.125,0.728,0.147,0.9998,"[9.860460208715527e-06,0.8777335889109404,9.062549598681448e-06,9.402410794920213e-06,9.357738561554335e-06,9.554185771967095e-06,0.12218668037390898,1.4404577325208615e-05,8.853965338812802e-06,9.234827550992309e-06]"
39106,Dragon Ball Z: Bio-Broly,773726400,5.8,382,"['animation', 'action', 'science fiction']",0,94.308,0,0.135,0.718,0.147,0.9939,"[2.297779891719579e-05,0.9997710344847353,2.111843113202263e-05,2.1910408631999015e-05,2.180630879908356e-05,2.226408849149571e-05,4.31696220452004e-05,3.356659918722937e-05,2.0632367969433368e-05,2.1519890091301925e-05]"
22,Pirates of the Caribbean: The Curse of the Black Pearl,1057723200,7.8,16736,"['adventure', 'fantasy', 'action']",140000000,93.367,655011224,0.084,0.715,0.202,1.0,"[9.941727396649236e-06,0.3984219439576329,9.13724068486386e-06,9.479903049173448e-06,0.6014884200407358,9.63292879598108e-06,1.8682745730275445e-05,1.4523579967492342e-05,8.92693735860741e-06,9.310938648329123e-06]"
82690,Wreck-It Ralph,1325394000,7.3,10269,"['family', 'animation', 'comedy', 'adventure']",165000000,84.411,471222889,0.082,0.712,0.206,1.0,"[1.3555890869234498e-05,0.26293568905182085,1.2458944645151447e-05,1.2926176628014702e-05,1.2864762680258774e-05,1.3134832985252587e-05,0.08529100804970562,0.33159624299013546,1.217218876004322e-05,0.32009994711177014]"
585083,Hotel Transylvania: Transformania,1642136400,0.0,0,"['family', 'animation', 'fantasy', 'comedy', 'adventure']",0,205.948,0,0.066,0.737,0.197,1.0,"[1.2859469240046748e-05,0.5505368243816634,1.1818878258206296e-05,1.2262106445593543e-05,1.2203847379065047e-05,1.2460042647906776e-05,2.4162673509854882e-05,0.4493538181926193,1.1546854115233054e-05,1.2043554121194467e-05]"
57165,Wrath of the Titans,1332907200,5.7,3412,"['fantasy', 'adventure']",150000000,83.15,301970083,0.123,0.739,0.138,0.9994,"[9.07168905798423e-06,3.536345885188413e-05,8.337605605945156e-06,8.650280196401905e-06,8.609181514025898e-06,8.789913989209344e-06,1.7045192211377034e-05,0.9998874908693549,8.145706689078931e-06,8.496102529216768e-06]"
4247,Scary Movie,962942400,6.3,5220,['comedy'],19000000,83.049,278019771,0.157,0.678,0.165,0.9232,"[1.3443958097547101e-05,0.9998660356686576,1.2356070444371992e-05,1.2819444232291466e-05,1.2758537114901169e-05,1.3026376965183353e-05,2.525739630667665e-05,1.963990792375182e-05,1.2071682415327805e-05,1.2590957842117599e-05]"
